"","binomial"
"903","Aniba intermedia"
"904","Aniba muca"
"905","Aniba murcana"
"906","Aniba panurensis"
"907","Aniba parviflora"
"908","Aniba perutilis"
"909","Aniba puchury minor"
"910","Aniba rigens"
"911","Aniba riparia"
"912","Aniba robusta"
"913","Aniba rosaeodora"
"914","Aniba sppAntado1"
"915","Aniba sppAraracua1"
"916","Aniba sppBOi1"
"917","Aniba sppBOi2"
"918","Aniba sppCabezade1"
"919","Aniba sppCalabate1"
"920","Aniba sppCampano1"
"921","Aniba sppChirinos1"
"922","Aniba sppChirinos3"
"923","Aniba sppChorrobl1"
"924","Aniba sppConstanc1"
"925","Aniba sppCuangos1"
"926","Aniba sppCuangos2"
"927","Aniba sppCutervo1"
"928","Aniba sppDucke1"
"929","Aniba sppFPnet1"
"930","Aniba sppFarall1"
"931","Aniba sppFincaz1"
"932","Aniba sppGF1"
"933","Aniba sppJatunsac1"
"934","Aniba sppLagenoa1"
"935","Aniba sppPE1"
"936","Aniba sppRAINFOR1"
"937","Aniba sppRiomanso1"
"938","Aniba sppSacram1"
"939","Aniba sppTEAM1"
"940","Aniba sppTEAM2"
"941","Aniba sppTEAM3"
"942","Aniba sppTEAM4"
"943","Aniba sppTEAM5"
"944","Aniba sppTEAM6"
"945","Aniba sppTahuampa1"
"946","Aniba sppTahuampa2"
"947","Aniba sppTamblat21"
"948","Aniba sppTamblat22"
"949","Aniba sppTamboall1"
"950","Aniba sppTamboall2"
"951","Aniba taubertiana"
"952","Aniba terminalis"
"953","Aniba venezuelana"
"954","Aniba williamsii"
"955","Anickia atrocianens"
"956","Aningeria adolfi friedericii"
"957","Aningeria altissima"
"958","Aningeria robusta"
"959","Aningeria sppFPnet1"
"960","Anisophyllea anisophylla"
"961","Anisophyllea corneri"
"962","Anisophyllea fallax"
"963","Anisophyllea laurina"
"964","Anisophyllea manausensis"
"965","Anisophyllea polyneura"
"966","Anisophyllea purpurascens"
"967","Anisophyllea sororia"
"968","Anisophyllea sppConstanc1"
"969","Anisophyllea sppGA1"
"970","Anisophyllea sppGA2"
"971","Anisophyllea sppGA3"
"972","Anisophyllea sppGA4"
"973","Anisophyllea sppSL1"
"974","Anisoptera Costata"
"975","Anisoptera costata"
"976","Anisoptera curtisii"
"977","Anisoptera laevis"
"978","Anisoptera scaphula"
"979","Anisoptera sppTEAM1"
"980","Anisoptera thurifera"
"981","Annickia affinis"
"982","Annickia chlorantha"
"983","Annickia polycarpa"
"984","Annona acutiflora"
"985","Annona amazonica"
"986","Annona ambotay"
"987","Annona cacans"
"988","Annona cheirimola"
"989","Annona cuspidata"
"990","Annona dolabripetala"
"991","Annona dolichopetala"
"992","Annona duckei"
"993","Annona emarginata"
"994","Annona exsucca"
"995","Annona foetida"
"996","Annona glabra"
"997","Annona hayesii"
"998","Annona hypoglauca"
"999","Annona hystricomorpha"
"1000","Annona impressivenia"
"1001","Annona montana"
"1002","Annona muricata"
"1003","Annona neosalicifolia"
"1004","Annona neosericea"
"1005","Annona papilionella"
"1006","Annona pavonii"
"1007","Annona pittieri"
"1008","Annona poeppigii"
"1009","Annona purpurea"
"1010","Annona reticulata"
"1011","Annona salzmannii"
"1012","Annona scandens"
"1013","Annona sericea"
"1014","Annona sppBRi1"
"1015","Annona sppBRii1"
"1016","Annona sppBRii2"
"1017","Annona sppBRii3"
"1018","Annona sppCapeira1"
"1019","Annona sppCedral1"
"1020","Annona sppChirinos1"
"1021","Annona sppCuzcoama1"
"1022","Annona sppEsmerald1"
"1023","Annona sppEsmerald2"
"1024","Annona sppEsmerald3"
"1025","Annona sppFPnet1"
"1026","Annona sppGF1"
"1027","Annona sppGT1"
"1028","Annona sppHachimal1"
"1029","Annona sppLaraya1"
"1030","Annona sppLaraya2"
"1031","Annona sppLinhares1"
"1032","Annona sppMishnfl1"
"1033","Annona sppMishws1"
"1034","Annona sppPE1"
"1035","Annona sppRAINFOR1"
"1036","Annona sppTEAM1"
"1037","Annona sppTamblat21"
"1038","Annona spraguei"
"1039","Annona squamosa"
"1040","Annona subnubila"
"1041","Annona subnublia"
"1042","Annona sylvatica"
"1043","Annonaceae sppGA1"
"1044","Annonaceae sppGF1"
"1045","Annonaceae sppPacific1"
"1046","Annonaceae sppSCA1"
"1047","Annonidium mannii"
"1048","Anodendron affine"
"1049","Anodendron sppNanjensh1"
"1050","Anogeissus latifolia"
"1051","Anomalocalyx uleanus"
"1052","Anomospermum bolivianum"
"1053","Anomospermum chloranthum"
"1054","Anomospermum grandifolium"
"1055","Anomospermum reticulatum"
"1056","Anomospermum solimoesanum"
"1057","Anomospermum sppAntado1"
"1058","Anomospermum sppRanchoqu1"
"1059","Anomospermum sppRiopal11"
"1060","Anomospermum sppTutunend1"
"1061","Anonidium mannii"
"1062","Anopyxis klaineana"
"1063","Anopyxis sppFPnet1"
"1064","Anredera floribunda"
"1065","Anredera sppCuyas1"
"1066","Antheroporum pierrei"
"1067","Anthocarapa nitidula"
"1068","Anthocephalus chinensis"
"1069","Anthocleista amplexicaulis"
"1070","Anthocleista djalonensis"
"1071","Anthocleista madagascariensis"
"1072","Anthocleista nobilis"
"1073","Anthocleista schvenforti"
"1074","Anthocleista sppGA1"
"1075","Anthocleista sppPerinet1"
"1076","Anthocleista vogelii"
"1077","Anthoclitandra robustior"
"1078","Anthodiscus amazonicus"
"1079","Anthodiscus chocoensis"
"1080","Anthodiscus klugii"
"1081","Anthodiscus peruanus"
"1082","Anthodiscus pilosus"
"1083","Anthodiscus sppFPnet1"
"1084","Anthodiscus sppRioheath1"
"1085","Anthodiscus sppRiotavar1"
"1086","Anthodon decussatum"
"1087","Anthodon panamensis"
"1088","Anthodon sppPE1"
"1089","Anthonotha cladantha"
"1090","Anthonotha ferruginea"
"1091","Anthonotha fragrans"
"1092","Anthonotha gilletii"
"1093","Anthonotha lamprophylla"
"1094","Anthonotha macrophylla"
"1095","Anthonotha pynaertii"
"1096","Anthonotha sassandraensis"
"1097","Anthonotha sppCM1"
"1098","Anthonotha sppFPnet1"
"1099","Anthonotha sppGA1"
"1100","Anthonotha sppGentry1"
"1101","Anthonotha sppMakokou11"
"1102","Anthonotha sppSL1"
"1103","Anthonotha triplisomeris"
"1104","Anthonotha vignei"
"1105","Anthostema aubryanum"
"1106","Anthostema sppFPnet1"
"1107","Anthurium argyrostachyum"
"1108","Anthurium bogotense"
"1109","Anthurium breviscapum"
"1110","Anthurium clavigerum"
"1111","Anthurium cordiforme"
"1112","Anthurium coripatense"
"1113","Anthurium corrugatum"
"1114","Anthurium dolichostachyum"
"1115","Anthurium formosum"
"1116","Anthurium giganteum"
"1117","Anthurium lutescens"
"1118","Anthurium nanegalense"
"1119","Anthurium nigrescens"
"1120","Anthurium nigropunctatum"
"1121","Anthurium obtusilobum"
"1122","Anthurium pentaphyllum"
"1123","Anthurium pulverulentum"
"1124","Anthurium sodiroanum"
"1125","Anthurium sppAchupall1"
"1126","Anthurium sppAltosapa1"
"1127","Anthurium sppAntado1"
"1128","Anthurium sppAntado2"
"1129","Anthurium sppAntado3"
"1130","Anthurium sppBilsa1"
"1131","Anthurium sppCedral1"
"1132","Anthurium sppCedral2"
"1133","Anthurium sppCedral3"
"1134","Anthurium sppCedral4"
"1135","Anthurium sppCedral5"
"1136","Anthurium sppCedral6"
"1137","Anthurium sppCedral7"
"1138","Anthurium sppCuevas1"
"1139","Anthurium sppFarall1"
"1140","Anthurium sppFincam1"
"1141","Anthurium sppFincam2"
"1142","Anthurium sppFincam3"
"1143","Anthurium sppHachimal1"
"1144","Anthurium sppHachimal2"
"1145","Anthurium sppLaplanad1"
"1146","Anthurium sppLaplanad2"
"1147","Anthurium sppLaplanad3"
"1148","Anthurium sppLaplanad4"
"1149","Anthurium sppMaquipuc1"
"1150","Anthurium sppMaquipuc2"
"1151","Anthurium sppTutunend1"
"1152","Anthurium sppUcumari1"
"1153","Anthurium sppUcumari2"
"1154","Anthurium sppUcumari3"
"1155","Anthurium sppVencer1"
"1156","Anthurium tripartitum"
"1157","Anthurium triphyllum"
"1158","Anthurium truncicolum"
"1159","Anthurium umbraculum"
"1160","Anthurium weberbaueri"
"1161","Antiaris africana"
"1162","Antiaris sppFPnet1"
"1163","Antiaris toxicaria"
"1164","Antiaris welwitschii"
"1165","Antiaropsis sppNadugani1"
"1166","Antiaropsis toxicaria"
"1167","Antidesma bunius"
"1168","Antidesma catanduanense"
"1169","Antidesma cochinchinensis"
"1170","Antidesma coriaceum"
"1171","Antidesma cuspidatum"
"1172","Antidesma elassophyllum"
"1173","Antidesma ghaesembilla"
"1174","Antidesma gillespieanum"
"1175","Antidesma hainanense"
"1176","Antidesma hirtellum"
"1177","Antidesma integrifolia"
"1178","Antidesma laciniatum"
"1179","Antidesma madagascariense"
"1180","Antidesma membranaceum"
"1181","Antidesma menasu"
"1182","Antidesma montanum"
"1183","Antidesma neurocarpum"
"1184","Antidesma oblonga"
"1185","Antidesma pendulum"
"1186","Antidesma pentandrum"
"1187","Antidesma petiolare"
"1188","Antidesma platyphyllum"
"1189","Antidesma pseudomicrophyllum"
"1190","Antidesma pulvinatum"
"1191","Antidesma sphaerocarpum"
"1192","Antidesma sppFPnet1"
"1193","Antidesma sppNadugani1"
"1194","Antidesma sppTEAM1"
"1195","Antidesma sppVarirata1"
"1196","Antidesma venosum"
"1197","Antidesma vogelianum"
"1198","Antirhea aromatica"
"1199","Antirhea baladensis"
"1200","Antirhea borbonica"
"1201","Antirhea coriacea"
"1202","Antirhea eximia"
"1203","Antirhea glabrescens"
"1204","Antirhea inconspicua"
"1205","Antirhea obtusifolia"
"1206","Antirhea splendens"
"1207","Antirhea verticillata"
"1208","Antirhea wagapensis"
"1209","Antonia ovata"
"1210","Antrocaryon klaineanum"
"1211","Antrocaryon micraster"
"1212","Antrocaryon nannani"
"1213","Antrocaryon sppFPnet1"
"1214","Aoranthe cladantha"
"1215","Aoranthe nalaensis"
"1216","Aparisthium sppMiazi1"
"1217","Aparisthmium cordatum"
"1218","Aparisthmium sppRAINFOR1"
"1219","Apeiba albiflora"
"1220","Apeiba aspera"
"1221","Apeiba burchellii"
"1222","Apeiba echinata"
"1223","Apeiba glabra"
"1224","Apeiba membranacea"
"1225","Apeiba membranaceae"
"1226","Apeiba petoumo"
"1227","Apeiba schomburgkii"
"1228","Apeiba sppFPnet1"
"1229","Apeiba sppGF1"
"1230","Apeiba sppRAINFOR1"
"1231","Apeiba sppTEAM1"
"1232","Apeiba tibourbou"
"1233","Aphanamixis humilis"
"1234","Aphanamixis polystachya"
"1235","Aphanamixis sppPacific1"
"1236","Aphanamixis sppPalanan1"
"1237","Aphanamixis sppPalanan2"
"1238","Aphanamixis sppPalanan3"
"1239","Aphanamixis sppPalanan4"
"1240","Aphanamixis sppVarirata1"
"1241","Aphanamixis sumatrana"
"1242","Aphananthe aspera"
"1243","Aphananthe cuspidata"
"1244","Aphandra natalia"
"1245","Aphania senegalensis"
"1246","Aphanocalyx microphyllus"
"1247","Aphanocalyx pteridophyllus"
"1248","Aphanocalyx sppGA1"
"1249","Aphanocalyx sppSL1"
"1250","Aphelandra attenuata"
"1251","Aphelandra sppColorado1"
"1252","Aphelandra sppDureno1"
"1253","Aphloia theiformis"
"1254","Apocynaceae spPSCA2"
"1255","Apocynaceae sppGA1"
"1256","Apocynaceae sppGF1"
"1257","Apocynaceae sppNC1"
"1258","Apocynaceae sppSCA1"
"1259","Apodocephala pauciflora"
"1260","Apodostigma pallens"
"1261","Apodytes clusiifolia"
"1262","Apodytes dimidiata"
"1263","Apodytes sppAvalanch1"
"1264","Apodytes thouvenotii"
"1265","Aporosa arborea"
"1266","Aporosa aurea"
"1267","Aporosa benthamiana"
"1268","Aporosa dioica"
"1269","Aporosa falcifera"
"1270","Aporosa lunata"
"1271","Aporosa microstachya"
"1272","Aporosa miqueliana"
"1273","Aporosa nervosa"
"1274","Aporosa nigricans"
"1275","Aporosa papuana"
"1276","Aporosa prainiana"
"1277","Aporosa sppTEAM1"
"1278","Aporosa sppTEAM2"
"1279","Aporosa sppTEAM3"
"1280","Aporosa symplocoides"
"1281","Aporosa villosa"
"1282","Aporosa whitmorei"
"1283","Aporrhiza paniculata"
"1284","Aporrhiza urophylla"
"1285","Aporusa aurea"
"1286","Aporusa bracteosa"
"1287","Aporusa falcifera"
"1288","Aporusa microstachya"
"1289","Aporusa nervosa"
"1290","Aporusa nigropunctata"
"1291","Aporusa prainiana"
"1292","Aporusa sppBaitete1"
"1293","Aporusa sppVarirata1"
"1294","Aporusa sppVarirata2"
"1295","Aptandra caudata"
"1296","Aptandra sppFPnet1"
"1297","Aptandra tubicina"
"1298","Aptandra zenkeri"
"1299","Apuleia leiocarpa"
"1300","Apuleia molaris"
"1301","Apuleia sppTEAM1"
"1302","Aquilaria agallocha"
"1303","Aquilaria malaccensis"
"1304","Aralia chinense"
"1305","Aralia warmingiana"
"1306","Araliaceae sppNC1"
"1307","Araliopsis soyauxii"
"1308","Araliopsis tabouensis"
"1309","Arapatiella emarginata"
"1310","Arapatiella psilophylla"
"1311","Araucaria angustifolia"
"1312","Araucaria bernieri"
"1313","Arcangelisia flava"
"1314","Archangelica tympanodes"
"1315","Archidendron balansae"
"1316","Archidendron bubalinum"
"1317","Archidendron clypearia"
"1318","Archidendron ellipticum"
"1319","Archidendron glabrum"
"1320","Archidendron globosum"
"1321","Archidendron solomonense"
"1322","Archidendron sppPacific1"
"1323","Archidendron turgidum"
"1324","Archidendropsis fulgens"
"1325","Archidendropsis glandulosa"
"1326","Archidendropsis granulosa"
"1327","Archidendropsis streptocarpa"
"1328","Archirhodomyrtus baladensis"
"1329","Archontophoenix alexandrae"
"1330","Ardisia bartlettii"
"1331","Ardisia calicola"
"1332","Ardisia compressa"
"1333","Ardisia cornudentata"
"1334","Ardisia crassa"
"1335","Ardisia dodgei"
"1336","Ardisia elliptica"
"1337","Ardisia escallonoides"
"1338","Ardisia fimbrillifera"
"1339","Ardisia humilis"
"1340","Ardisia insignis"
"1341","Ardisia longistaminea"
"1342","Ardisia obovata"
"1343","Ardisia pachysandra"
"1344","Ardisia parathesis"
"1345","Ardisia pyramidalis"
"1346","Ardisia quinquegona"
"1347","Ardisia sieboldii"
"1348","Ardisia solanacea"
"1349","Ardisia sppAntado1"
"1350","Ardisia sppAvalanch1"
"1351","Ardisia sppBaitete1"
"1352","Ardisia sppBoraceia1"
"1353","Ardisia sppCR1"
"1354","Ardisia sppCarara1"
"1355","Ardisia sppCarpanta1"
"1356","Ardisia sppCentinel1"
"1357","Ardisia sppCueva1"
"1358","Ardisia sppCutervo1"
"1359","Ardisia sppGenting1"
"1360","Ardisia sppLaselva1"
"1361","Ardisia sppPE1"
"1362","Ardisia sppSCA1"
"1363","Ardisia sppSabanaru1"
"1364","Ardisia sppTEAM1"
"1365","Ardisia sppTEAM2"
"1366","Ardisia sppTEAM3"
"1367","Ardisia standleyana"
"1368","Areca catechu"
"1369","Areca cathecu"
"1370","Arecaceae sppGF1"
"1371","Arecaceae sppPacific1"
"1372","Arenga engleri"
"1373","Arenga wightii"
"1374","Aristolochia chapmaniana"
"1375","Aristolochia petelotii"
"1376","Aristolochia sppIndiana1"
"1377","Arrabidaea affinis"
"1378","Arrabidaea bilabiata"
"1379","Arrabidaea brachypoda"
"1380","Arrabidaea candicans"
"1381","Arrabidaea caudigera"
"1382","Arrabidaea chica"
"1383","Arrabidaea cinnamomea"
"1384","Arrabidaea conjugata"
"1385","Arrabidaea corallina"
"1386","Arrabidaea decorticans"
"1387","Arrabidaea fagoides"
"1388","Arrabidaea fanshawei"
"1389","Arrabidaea florida"
"1390","Arrabidaea inaequalis"
"1391","Arrabidaea japurensis"
"1392","Arrabidaea mollis"
"1393","Arrabidaea mollissima"
"1394","Arrabidaea mutabilis"
"1395","Arrabidaea paltyphylla"
"1396","Arrabidaea patellifera"
"1397","Arrabidaea pearcei"
"1398","Arrabidaea platyphylla"
"1399","Arrabidaea prancei"
"1400","Arrabidaea pubescens"
"1401","Arrabidaea pulchra"
"1402","Arrabidaea selloi"
"1403","Arrabidaea spicata"
"1404","Arrabidaea sppCabezade1"
"1405","Arrabidaea sppJejuimi1"
"1406","Arrabidaea sppMishnfl1"
"1407","Arrabidaea trailii"
"1408","Arrabidaea triplinervia"
"1409","Arrabidaea tuberculata"
"1410","Arrabidaea verrucosa"
"1411","Artabotrys brachypetalus"
"1412","Artabotrys rhopalocarpus"
"1413","Artabotrys sppBaitete1"
"1414","Artabotrys sppGenting1"
"1415","Artabotrys sppNdakani1"
"1416","Artabotrys sppNdakanni1"
"1417","Artabotrys sppPasoh301"
"1418","Artabotrys sppPasoh401"
"1419","Artabotrys sppPasoh402"
"1420","Artabotrys sppPasoh403"
"1421","Artabotrys sppPerinet1"
"1422","Artabotrys sppPugu1"
"1423","Artabotrys sppVarirata1"
"1424","Artabotrys zeylanicus"
"1425","Arthrophyllum cenabrei"
"1426","Arthrophyllum otopyrenum"
"1427","Arthrostylidium sppCarpanta1"
"1428","Artocarpus altilis"
"1429","Artocarpus artocarpuc"
"1430","Artocarpus blancoi"
"1431","Artocarpus chama"
"1432","Artocarpus chaplasha"
"1433","Artocarpus dadah"
"1434","Artocarpus elasticus"
"1435","Artocarpus heterophyllus"
"1436","Artocarpus integer"
"1437","Artocarpus kemando"
"1438","Artocarpus lacucha"
"1439","Artocarpus lakoocha"
"1440","Artocarpus lanceifolius"
"1441","Artocarpus maingayi"
"1442","Artocarpus mariannensis"
"1443","Artocarpus melinoxylus"
"1444","Artocarpus nitidus"
"1445","Artocarpus ovatus"
"1446","Artocarpus rigidus"
"1447","Artocarpus scortechinii"
"1448","Artocarpus sppPalanan1"
"1449","Artocarpus sppPalanan2"
"1450","Artocarpus sppPerinet1"
"1451","Arungana sppGHA1"
"1452","Arytera arcuata"
"1453","Arytera brackenridgei"
"1454","Arytera chartacea"
"1455","Arytera littoralis"
"1456","Arytera neoebudensis"
"1457","Ascarina coursii"
"1458","Ascarina rubricaulis"
"1459","Ascarina solmsiana"
"1460","Aspidosperma album"
"1461","Aspidosperma alstonii"
"1462","Aspidosperma annonas"
"1463","Aspidosperma araracanga"
"1464","Aspidosperma australe"
"1465","Aspidosperma carapanauba"
"1466","Aspidosperma cruentum"
"1467","Aspidosperma curranii"
"1468","Aspidosperma cuspa"
"1469","Aspidosperma cylindrocarpon"
"1470","Aspidosperma darienense"
"1471","Aspidosperma desmanthum"
"1472","Aspidosperma discolor"
"1473","Aspidosperma excelsum"
"1474","Aspidosperma helstonei"
"1475","Aspidosperma jaunechense"
"1476","Aspidosperma macrocarpon"
"1477","Aspidosperma macrophyllum"
"1478","Aspidosperma marcgravianum"
"1479","Aspidosperma megalocarpon"
"1480","Aspidosperma megaphyllum"
"1481","Aspidosperma myristicifolium"
"1482","Aspidosperma nitidum"
"1483","Aspidosperma oblongum"
"1484","Aspidosperma olivaceum"
"1485","Aspidosperma parvifolium"
"1486","Aspidosperma polyneuron"
"1487","Aspidosperma ramiflorum"
"1488","Aspidosperma rigidum"
"1489","Aspidosperma sandwithianum"
"1490","Aspidosperma schultesii"
"1491","Aspidosperma sppAraracua1"
"1492","Aspidosperma sppAraracua2"
"1493","Aspidosperma sppAraracua3"
"1494","Aspidosperma sppBRi1"
"1495","Aspidosperma sppBelem1"
"1496","Aspidosperma sppBelem2"
"1497","Aspidosperma sppBerbicer1"
"1498","Aspidosperma sppBoraceia1"
"1499","Aspidosperma sppCabezade1"
"1500","Aspidosperma sppCabezade2"
"1501","Aspidosperma sppCalabate1"
"1502","Aspidosperma sppCamorin1"
"1503","Aspidosperma sppCandamo1"
"1504","Aspidosperma sppCarajas1"
"1505","Aspidosperma sppCeroneb11"
"1506","Aspidosperma sppCeroneb12"
"1507","Aspidosperma sppCeroneb21"
"1508","Aspidosperma sppCeroneb22"
"1509","Aspidosperma sppCeroneb23"
"1510","Aspidosperma sppChaquima1"
"1511","Aspidosperma sppDucke1"
"1512","Aspidosperma sppFPnet1"
"1513","Aspidosperma sppGF1"
"1514","Aspidosperma sppJatunsac1"
"1515","Aspidosperma sppJenarohe1"
"1516","Aspidosperma sppLagenoa1"
"1517","Aspidosperma sppLinhares1"
"1518","Aspidosperma sppMadidi1"
"1519","Aspidosperma sppManaure1"
"1520","Aspidosperma sppMishws1"
"1521","Aspidosperma sppMishws2"
"1522","Aspidosperma sppNangarit1"
"1523","Aspidosperma sppNuevomun1"
"1524","Aspidosperma sppPE1"
"1525","Aspidosperma sppRAINFOR1"
"1526","Aspidosperma sppRioheath1"
"1527","Aspidosperma sppRioheath2"
"1528","Aspidosperma sppRiomanso1"
"1529","Aspidosperma sppRionegro1"
"1530","Aspidosperma sppSCA1"
"1531","Aspidosperma sppSCA2"
"1532","Aspidosperma sppTEAM1"
"1533","Aspidosperma sppTEAM2"
"1534","Aspidosperma sppTEAM3"
"1535","Aspidosperma sppTEAM4"
"1536","Aspidosperma sppTEAM5"
"1537","Aspidosperma sppTEAM6"
"1538","Aspidosperma sppTamblat21"
"1539","Aspidosperma sppTamblat22"
"1540","Aspidosperma sppYanam21"
"1541","Aspidosperma sppYanamtah1"
"1542","Aspidosperma spruceanum"
"1543","Aspidosperma stegomeris"
"1544","Aspidosperma tambopatense"
"1545","Aspidosperma thomasii"
"1546","Aspidosperma tomentosum"
"1547","Aspidosperma vargasii"
"1548","Aspidosperma verruculosum"
"1549","Aspidostemon humbertianum"
"1550","Asplundia antioquiae"
"1551","Asplundia australis"
"1552","Asplundia ecuadoriensis"
"1553","Asplundia ferruginea"
"1554","Asplundia peruviana"
"1555","Asplundia pycnantha"
"1556","Asplundia sanctae ritae"
"1557","Asplundia sppAltodemi1"
"1558","Asplundia sppAnchicay1"
"1559","Asplundia sppAnchicay2"
"1560","Asplundia sppAntado1"
"1561","Asplundia sppAntado2"
"1562","Asplundia sppBelem1"
"1563","Asplundia sppBilsa1"
"1564","Asplundia sppCalabate1"
"1565","Asplundia sppCalima1"
"1566","Asplundia sppCampano1"
"1567","Asplundia sppCedral1"
"1568","Asplundia sppChirinos1"
"1569","Asplundia sppConstanc1"
"1570","Asplundia sppCuangos1"
"1571","Asplundia sppCuevas1"
"1572","Asplundia sppCuevas2"
"1573","Asplundia sppCuzcoama1"
"1574","Asplundia sppHuamani1"
"1575","Asplundia sppHuamani2"
"1576","Asplundia sppHuamani3"
"1577","Asplundia sppMadidi1"
"1578","Asplundia sppMaquipuc1"
